=== Minecraft Coder Pack 2.9 === 
*** Compiling Minecraft 
[checking net.minecraft.src.EntityChicken]
[checking net.minecraft.src.EntityClientPlayerMP]
[checking net.minecraft.src.EntityCow]
[checking net.minecraft.src.EntityCreeper]
[checking net.minecraft.src.EntityMobs]
[checking net.minecraft.src.IMobs]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\IMobs.class]
[checking net.minecraft.src.EntityNode]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityNode.class]
[checking net.minecraft.src.EntityDiggingFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityDiggingFX.class]
[checking net.minecraft.src.EntityDog]
[checking net.minecraft.src.EntityEgg]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityEgg.class]
[checking net.minecraft.src.EntityExplodeFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityExplodeFX.class]
[checking net.minecraft.src.EntityFallingSand]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityFallingSand.class]
[checking net.minecraft.src.EntityFireball]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityFireball.class]
[checking net.minecraft.src.EntityFlameFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityFlameFX.class]
[checking net.minecraft.src.EntityFlying]
[checking net.minecraft.src.EntityFriend]
[checking net.minecraft.src.EntityGhast]
[checking net.minecraft.src.EntityLavaFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityLavaFX.class]
[checking net.minecraft.src.EntityList]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityList.class]
[checking net.minecraft.src.EntityMinecart]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityMinecart.class]
[checking net.minecraft.src.EntityNoteFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityNoteFX.class]
[checking net.minecraft.src.EntityOtherPlayerMP]
[checking net.minecraft.src.EntityPickupFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPickupFX.class]
[checking net.minecraft.src.EntityPig]
[checking net.minecraft.src.EntityPigZombie]
[checking net.minecraft.src.EntityZombie]
[checking net.minecraft.src.EntityPortalFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityPortalFX.class]
[checking net.minecraft.src.EntityRainFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityRainFX.class]
[checking net.minecraft.src.EntityReddustFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityReddustFX.class]
[checking net.minecraft.src.EntitySheep]
[checking net.minecraft.src.EntitySkeleton]
[checking net.minecraft.src.EntitySlime]
[checking net.minecraft.src.EntitySlimeFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySlimeFX.class]
[checking net.minecraft.src.EntitySmokeFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySmokeFX.class]
[checking net.minecraft.src.EntitySnowball]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySnowball.class]
[checking net.minecraft.src.EntitySorter]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySorter.class]
[checking net.minecraft.src.EntitySpider]
[checking net.minecraft.src.EntitySplashFX]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntitySplashFX.class]
[checking net.minecraft.src.EntitySquid]
[checking net.minecraft.src.EntityWaterMob]
[checking net.minecraft.src.EntityTNTPrimed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EntityTNTPrimed.class]
[checking net.minecraft.src.EntityZombieSimple]
[checking net.minecraft.src.EnumOptionsMappingHelper]
[loading java\lang\NoSuchFieldError.class(java\lang:NoSuchFieldError.class)]
[loading java\lang\IncompatibleClassChangeError.class(java\lang:IncompatibleClassChangeError.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumOptionsMappingHelper.class]
[checking net.minecraft.src.EnumOSMappingHelper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumOSMappingHelper.class]
[checking net.minecraft.src.EnumToolMaterial]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\EnumToolMaterial.class]
[checking net.minecraft.src.FileMatcher]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\FileMatcher.class]
[checking net.minecraft.src.FontAllowedCharacters]
[loading java\nio\charset\CharsetDecoder.class(java\nio\charset:CharsetDecoder.class)]
[loading java\io\UnsupportedEncodingException.class(java\io:UnsupportedEncodingException.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\FontAllowedCharacters.class]
[checking net.minecraft.src.Frustrum]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Frustrum.class]
[checking net.minecraft.src.FurnaceRecipes]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\FurnaceRecipes.class]
[checking net.minecraft.src.GameWindowListener]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GameWindowListener.class]
[checking net.minecraft.src.GLAllocation]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GLAllocation.class]
[checking net.minecraft.src.GuiChat]
[checking net.minecraft.src.GuiChest]
[checking net.minecraft.src.GuiContainer]
[checking net.minecraft.src.GuiConflictWarning]
[checking net.minecraft.src.GuiConnectFailed]
[checking net.minecraft.src.GuiConnecting]
[checking net.minecraft.src.GuiControls]
[checking net.minecraft.src.GuiCrafting]
[checking net.minecraft.src.GuiCreateWorld]
[checking net.minecraft.src.GuiDisableButton]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiDisableButton.class]
[checking net.minecraft.src.GuiDispenser]
[checking net.minecraft.src.GuiDownloadTerrain]
[checking net.minecraft.src.GuiEditSign]
[checking net.minecraft.src.GuiFurnace]
[checking net.minecraft.src.GuiGameOver]
[checking net.minecraft.src.GuiIngameMenu]
[checking net.minecraft.src.GuiInventory]
[checking net.minecraft.src.GuiMainMenu]
[loading java\util\Calendar.class(java\util:Calendar.class)]
[loading java\lang\Cloneable.class(java\lang:Cloneable.class)]
[checking net.minecraft.src.LogoEffectRandomizer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\LogoEffectRandomizer.class]
[checking net.minecraft.src.GuiMultiplayer]
[checking net.minecraft.src.GuiOptions]
[checking net.minecraft.src.GuiRenameWorld]
[checking net.minecraft.src.GuiSelectWorld]
[loading java\text\Format.class(java\text:Format.class)]
[checking net.minecraft.src.GuiWorldSlot]
[checking net.minecraft.src.GuiSlot]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiSlot.class]
[checking net.minecraft.src.GuiSelectWorldZombie]
[loading java\io\BufferedOutputStream.class(java\io:BufferedOutputStream.class)]
[loading java\io\BufferedInputStream.class(java\io:BufferedInputStream.class)]
[loading java\util\Stack.class(java\util:Stack.class)]
[loading java\util\Vector.class(java\util:Vector.class)]
[checking net.minecraft.src.GuiSleepMP]
[checking net.minecraft.src.GuiSlider]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiSlider.class]
[checking net.minecraft.src.GuiSmallButton]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiSmallButton.class]
[checking net.minecraft.src.GuiTexturePacks]
[checking net.minecraft.src.GuiTexturePackSlot]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\GuiTexturePackSlot.class]
[checking net.minecraft.src.GuiUnused]
[checking net.minecraft.src.GuiVideoSettings]
[checking net.minecraft.src.GuiYesNo]
[checking net.minecraft.src.GuiZombieMenu]
[checking net.minecraft.src.ICrafting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ICrafting.class]
[checking net.minecraft.src.IInvBasic]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\IInvBasic.class]
[checking net.minecraft.src.InventoryBasic]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\InventoryBasic.class]
[checking net.minecraft.src.ImageBufferDownload]
[loading java\awt\image\DataBufferInt.class(java\awt\image:DataBufferInt.class)]
[loading java\awt\image\WritableRaster.class(java\awt\image:WritableRaster.class)]
[loading java\awt\image\Raster.class(java\awt\image:Raster.class)]
[loading java\awt\image\DataBuffer.class(java\awt\image:DataBuffer.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ImageBufferDownload.class]
[checking net.minecraft.src.InventoryCraftResult]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\InventoryCraftResult.class]
[checking net.minecraft.src.InventoryLargeChest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\InventoryLargeChest.class]
[checking net.minecraft.src.IRecipe]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\IRecipe.class]
[checking net.minecraft.src.ItemArmor]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemArmor.class]
[checking net.minecraft.src.ItemAxe]
[checking net.minecraft.src.ItemTool]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemTool.class]
[checking net.minecraft.src.ItemBed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemBed.class]
[checking net.minecraft.src.ItemBlock]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemBlock.class]
[checking net.minecraft.src.ItemBoat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemBoat.class]
[checking net.minecraft.src.ItemBow]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemBow.class]
[checking net.minecraft.src.ItemBucket]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemBucket.class]
[checking net.minecraft.src.ItemCloth]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemCloth.class]
[checking net.minecraft.src.ItemCoal]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemCoal.class]
[checking net.minecraft.src.ItemDoor]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemDoor.class]
[checking net.minecraft.src.ItemDye]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemDye.class]
[checking net.minecraft.src.ItemEgg]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemEgg.class]
[checking net.minecraft.src.ItemFishingRod]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemFishingRod.class]
[checking net.minecraft.src.ItemFlintAndSteel]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemFlintAndSteel.class]
[checking net.minecraft.src.ItemFood]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemFood.class]
[checking net.minecraft.src.ItemFriend]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemFriend.class]
[checking net.minecraft.src.ItemHoe]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemHoe.class]
[checking net.minecraft.src.ItemJugg]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemJugg.class]
[checking net.minecraft.src.ItemLog]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemLog.class]
[checking net.minecraft.src.ItemLSword]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemLSword.class]
[checking net.minecraft.src.ItemMagicStick]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemMagicStick.class]
[checking net.minecraft.src.ItemMinecart]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemMinecart.class]
[checking net.minecraft.src.ItemNodeStick]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemNodeStick.class]
[checking net.minecraft.src.ItemPainting]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemPainting.class]
[checking net.minecraft.src.ItemPickaxe]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemPickaxe.class]
[checking net.minecraft.src.ItemRecord]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemRecord.class]
[checking net.minecraft.src.ItemRedstone]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemRedstone.class]
[checking net.minecraft.src.ItemReed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemReed.class]
[checking net.minecraft.src.ItemSaddle]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSaddle.class]
[checking net.minecraft.src.ItemSeeds]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSeeds.class]
[checking net.minecraft.src.ItemSign]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSign.class]
[checking net.minecraft.src.ItemSlab]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSlab.class]
[checking net.minecraft.src.ItemSnowball]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSnowball.class]
[checking net.minecraft.src.ItemSoup]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSoup.class]
[checking net.minecraft.src.ItemSpade]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSpade.class]
[checking net.minecraft.src.ItemSpeed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSpeed.class]
[checking net.minecraft.src.ItemSword]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ItemSword.class]
[checking net.minecraft.src.MapGenCaves]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MapGenCaves.class]
[checking net.minecraft.src.MapGenCavesHell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MapGenCavesHell.class]
[checking net.minecraft.src.MaterialLiquid]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MaterialLiquid.class]
[checking net.minecraft.src.MaterialLogic]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MaterialLogic.class]
[checking net.minecraft.src.MaterialTransparent]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MaterialTransparent.class]
[checking net.minecraft.src.MathHelper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MathHelper.class]
[checking net.minecraft.src.McRegionChunkLoader]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\McRegionChunkLoader.class]
[checking net.minecraft.src.MetadataChunkBlock]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MetadataChunkBlock.class]
[checking net.minecraft.src.MinecartTrackLogic]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MinecartTrackLogic.class]
[checking net.minecraft.src.MinecraftAppletImpl]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MinecraftAppletImpl.class]
[checking net.minecraft.src.MinecraftError]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MinecraftError.class]
[checking net.minecraft.src.MinecraftException]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MinecraftException.class]
[checking net.minecraft.src.MinecraftImpl]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MinecraftImpl.class]
[checking net.minecraft.src.MobSpawnerDesert]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerDesert.class]
[checking net.minecraft.src.MobSpawnerForest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerForest.class]
[checking net.minecraft.src.MobSpawnerHell]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerHell.class]
[checking net.minecraft.src.MobSpawnerRainforest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerRainforest.class]
[checking net.minecraft.src.MobSpawnerSwamp]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerSwamp.class]
[checking net.minecraft.src.MobSpawnerTaiga]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MobSpawnerTaiga.class]
[checking net.minecraft.src.mod_EntAI]
[loading java\util\ListIterator.class(java\util:ListIterator.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\mod_EntAI.class]
[checking net.minecraft.src.WPNode]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\WPNode.class]
[checking net.minecraft.src.mod_SdkZombieCraft]
[loading java\util\Hashtable.class(java\util:Hashtable.class)]
[loading java\util\Dictionary.class(java\util:Dictionary.class)]
[loading java\util\Map$Entry.class(java\util:Map$Entry.class)]
[loading java\net\URISyntaxException.class(java\net:URISyntaxException.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\mod_SdkZombieCraft.class]
[checking net.minecraft.src.SdkZcPair]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\SdkZcPair.class]
[checking net.minecraft.src.mod_ZombieCraft]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\mod_ZombieCraft.class]
[checking net.minecraft.src.ModelBed]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelBed.class]
[checking net.minecraft.src.ModelBoat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelBoat.class]
[checking net.minecraft.src.ModelChicken]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelChicken.class]
[checking net.minecraft.src.ModelCow]
[checking net.minecraft.src.ModelQuadraped]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelQuadraped.class]
[checking net.minecraft.src.ModelCreeper]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelCreeper.class]
[checking net.minecraft.src.ModelDog1]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelDog1.class]
[checking net.minecraft.src.ModelDog2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelDog2.class]
[checking net.minecraft.src.ModelGhast]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelGhast.class]
[checking net.minecraft.src.ModelMinecart]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelMinecart.class]
[checking net.minecraft.src.ModelPig]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelPig.class]
[checking net.minecraft.src.ModelSheep1]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelSheep1.class]
[checking net.minecraft.src.ModelSheep2]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelSheep2.class]
[checking net.minecraft.src.ModelSkeleton]
[checking net.minecraft.src.ModelZombie]
[checking net.minecraft.src.ModelSlime]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelSlime.class]
[checking net.minecraft.src.ModelSpider]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelSpider.class]
[checking net.minecraft.src.ModelSquid]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModelSquid.class]
[checking net.minecraft.src.ModLoader]
[loading java\lang\Package.class(java\lang:Package.class)]
[loading java\util\logging\StreamHandler.class(java\util\logging:StreamHandler.class)]
[loading java\util\logging\Handler.class(java\util\logging:Handler.class)]
[loading java\util\logging\Formatter.class(java\util\logging:Formatter.class)]
[loading java\lang\ArrayIndexOutOfBoundsException.class(java\lang:ArrayIndexOutOfBoundsException.class)]
[loading java\lang\IndexOutOfBoundsException.class(java\lang:IndexOutOfBoundsException.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModLoader.class]
[checking net.minecraft.src.TileEntitySpecialRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntitySpecialRenderer.class]
[checking net.minecraft.src.TileEntityRenderer]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\TileEntityRenderer.class]
[checking net.minecraft.src.ModTexture]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\ModTexture.class]
[checking net.minecraft.src.MovementInputFromOptions]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MovementInputFromOptions.class]
[checking net.minecraft.src.MusInputStream]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\MusInputStream.class]
[checking net.minecraft.src.NBTTagByte]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagByte.class]
[checking net.minecraft.src.NBTTagByteArray]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagByteArray.class]
[checking net.minecraft.src.NBTTagDouble]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagDouble.class]
[checking net.minecraft.src.NBTTagEnd]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagEnd.class]
[checking net.minecraft.src.NBTTagFloat]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagFloat.class]
[checking net.minecraft.src.NBTTagInt]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagInt.class]
[checking net.minecraft.src.NBTTagLong]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagLong.class]
[checking net.minecraft.src.NBTTagShort]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagShort.class]
[checking net.minecraft.src.NBTTagString]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NBTTagString.class]
[checking net.minecraft.src.NetworkMasterThread]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NetworkMasterThread.class]
[checking net.minecraft.src.NetworkReaderThread]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NetworkReaderThread.class]
[checking net.minecraft.src.NetworkWriterThread]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NetworkWriterThread.class]
[checking net.minecraft.src.NextTickListEntry]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\NextTickListEntry.class]
[checking net.minecraft.src.OsMap]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\OsMap.class]
[checking net.minecraft.src.Packet0KeepAlive]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet0KeepAlive.class]
[checking net.minecraft.src.Packet11PlayerPosition]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet11PlayerPosition.class]
[checking net.minecraft.src.Packet12PlayerLook]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet12PlayerLook.class]
[checking net.minecraft.src.Packet13PlayerLookMove]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet13PlayerLookMove.class]
[checking net.minecraft.src.Packet31RelEntityMove]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet31RelEntityMove.class]
[checking net.minecraft.src.Packet32EntityLook]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet32EntityLook.class]
[checking net.minecraft.src.Packet33RelEntityMoveLook]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Packet33RelEntityMoveLook.class]
[checking net.minecraft.src.PacketCounter]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PacketCounter.class]
[checking net.minecraft.src.PanelCrashReport]
[loading java\awt\TextArea.class(java\awt:TextArea.class)]
[loading java\awt\TextComponent.class(java\awt:TextComponent.class)]
[loading java\awt\Font.class(java\awt:Font.class)]
[loading sun\font\AttributeValues.class(sun\font:AttributeValues.class)]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PanelCrashReport.class]
[checking net.minecraft.src.Path]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Path.class]
[checking net.minecraft.src.Pathfinder]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\Pathfinder.class]
[checking net.minecraft.src.PlayerControllerMP]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PlayerControllerMP.class]
[checking net.minecraft.src.PlayerControllerSP]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PlayerControllerSP.class]
[checking net.minecraft.src.PlayerControllerTest]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\PlayerControllerTest.class]
[checking net.minecraft.src.RecipesArmor]
[wrote C:\Users\Erik\Desktop\zombie-craft\bin\minecraft\net\minecraft\src\RecipesArmor.class]
[checking net.minecraft.src.RecipesCrafting]
